Gene Name	Mean of Geneid Strains	Standard Deviation of Geneid Strains	Group
T28D9.11	0.6667	0.4714	1
R05G9.5	0.6667	0.9428	1
R05G9.1	0.6667	0.4714	1
srj-53	0.6667	0.4714	1
W08E12.2	0.6667	0.9428	1
T13C5.2	0.6667	0.9428	1
T13C5.10	0.6667	0.9428	1
C05E4.15	0.6667	0.4714	1
Y26D4A.3	0.6667	0.4714	1
pals-2	0.6667	0.9428	1
srbc-60	0.6667	0.9428	1
F48G7.9	0.6667	0.9428	1
hlh-15	0.6667	0.9428	1
R03H10.4	0.6667	0.9428	1
fbxa-164	0.6667	0.9428	1
str-35	0.6667	0.9428	1
srb-18	0.6667	0.9428	1
C50E3.7	0.6667	0.9428	1
Y43F8B.17	0.6667	0.9428	1
srw-44	0.6667	0.9428	1
K07A1.20	0.6667	0.9428	1
F26D2.13	0.6667	0.9428	1
T13F2.4	0.6667	0.9428	1
nspb-8	0.6667	0.9428	1
math-9	0.6667	0.9428	1
M110.9	0.6667	0.9428	1
sre-18	0.6667	0.9428	1
F32D1.8	0.6667	0.4714	1
F13A2.5	0.6667	0.4714	1
C12D5.3	0.6667	0.9428	1
C12D5.9	0.6667	0.9428	1
ZK105.13	0.6667	0.9428	1
nhr-72	0.6667	0.9428	1
ugt-67	0.6667	0.9428	1
srx-92	0.6667	0.9428	1
srd-43	0.6667	0.9428	1
F40E3.6	0.6667	0.4714	1
F54D10.9	0.6667	0.9428	1
twk-47	0.6667	0.4714	1
ceh-12	0.6667	0.4714	1
T01G6.1	0.6667	0.9428	1
comt-1	0.6667	0.9428	1
clec-144	0.6667	0.9428	1
nhr-73	0.6667	0.4714	1
ZK1025.3	0.6667	0.9428	1
bah-1	0.6667	0.9428	1
sre-22	0.6667	0.9428	1
spp-7	0.6667	0.9428	1
ehn-3	0.6667	0.9428	1
srh-15	0.6667	0.9428	1
str-37	0.6667	0.9428	1
B0244.5	0.6667	0.4714	1
R05H10.7	0.6667	0.9428	1
B0280.7	0.6667	0.9428	1
tmem-17	0.6667	0.9428	1
C18F10.2	0.6667	0.9428	1
C23G10.11	0.6667	0.9428	1
nhr-280	0.6667	0.9428	1
EGAP1.1	0.6667	0.9428	1
R12B2.7	0.6667	0.4714	1
nas-25	0.6667	0.4714	1
scl-24	0.6667	0.9428	1
fbxa-171	0.6667	0.9428	1
K08E4.8	0.6667	0.9428	1
str-151	0.6667	0.4714	1
srbc-14	0.6667	0.9428	1
C25F9.16	0.6667	0.9428	1
C31H2.14	0.6667	0.9428	1
nhr-169	0.6667	0.9428	1
ZC116.5	0.6667	0.4714	1
R07C12.1	0.6667	0.4714	1
srx-116	0.6667	0.9428	1
R11D1.13	0.6667	0.9428	1
str-238	0.6667	0.9428	1
F28F9.3	0.6667	0.9428	1
dct-8	0.6667	0.9428	1
T06G6.3	0.6667	0.9428	1
C31H2.3	0.6667	0.9428	1
srlf-35	0.6667	0.9428	1
clec-68	0.6667	0.4714	1
T06G6.5	0.6667	0.9428	1
clec-105	0.6667	0.9428	1
set-8	0.6667	0.9428	1
F02D10.3	0.6667	0.9428	1
T05F1.7	0.6667	0.4714	1
F49C12.4	0.6667	0.9428	1
clec-33	0.6667	0.9428	1
srw-34	0.6667	0.9428	1
srd-50	0.6667	0.4714	1
col-185	0.6667	0.9428	1
C40C9.4	0.6667	0.9428	1
ugt-36	0.6667	0.9428	1
srx-97	0.6667	0.9428	1
Y57E12AL.2	0.6667	0.9428	1
srg-68	0.6667	0.9428	1
F54B11.9	0.6667	0.4714	1
str-211	0.6667	0.9428	1
R52.6	0.6667	0.4714	1
lmd-5	0.6667	0.9428	1
srt-52	0.6667	0.9428	1
K09C4.4	0.6667	0.4714	1
Y41G9A.6	0.6667	0.4714	1
srx-95	0.6667	0.9428	1
Y116A8C.40	0.6667	0.9428	1
clec-61	0.6667	0.9428	1
K08C9.5	0.6667	0.9428	1
cutl-1	0.6667	0.4714	1
srv-8	0.6667	0.9428	1
che-1	0.6667	0.9428	1
F47B7.4	0.6667	0.4714	1
F42E8.1	0.6667	0.9428	1
ttr-28	0.6667	0.9428	1
dmsr-13	0.6667	0.9428	1
F30H5.5	0.6667	0.9428	1
srg-10	0.6667	0.9428	1
F14F9.3	0.6667	0.4714	1
F54B11.4	0.6667	0.9428	1
C06H5.13	0.6667	0.9428	1
srbc-61	0.6667	0.4714	1
Y69H2.1	0.6667	0.9428	1
sri-38	0.6667	0.9428	1
dmsr-11	0.6667	0.9428	1
egas-3	0.6667	0.9428	1
scl-19	0.6667	0.9428	1
F11D11.3	0.6667	0.9428	1
F11D11.4	0.6667	0.9428	1
clec-24	0.6667	0.9428	1
F35B3.3	0.6667	0.9428	1
F16H6.3	0.6667	0.9428	1
T07G12.2	0.6667	0.9428	1
T07G12.4	0.6667	0.4714	1
C09G5.13	0.6667	0.9428	1
K08D10.10	0.6667	0.9428	1
K08D10.11	0.6667	0.9428	1
F30B5.11	0.6667	0.9428	1
gly-16	0.6667	0.9428	1
M163.9	0.6667	0.9428	1
srt-67	0.6667	0.4714	1
F16G10.1	0.6667	0.9428	1
hrg-5	0.6667	0.9428	1
srlf-11	0.6667	0.9428	1
cwp-4	0.6667	0.9428	1
ZK1240.6	0.6667	0.9428	1
F43C11.2	0.6667	0.9428	1
F43C11.1	0.6667	0.9428	1
srv-27	0.6667	0.9428	1
sri-19	0.6667	0.9428	1
clec-198	0.6667	0.9428	1
trh-1	0.6667	0.9428	1
Y47H9A.1	0.6667	0.4714	1
rab-11.2	0.6667	0.9428	1
R10F2.5	0.6667	0.9428	1
C31H5.1	0.6667	0.4714	1
R102.8	0.6667	0.9428	1
fbxa-25	0.6667	0.4714	1
cutl-4	0.6667	0.4714	1
clec-122	0.6667	0.9428	1
F22E5.11	0.6667	0.4714	1
F22E5.21	0.6667	0.4714	1
Y46E12A.5	0.6667	0.9428	1
srv-24	0.6667	0.9428	1
Y46D2A.3	0.6667	0.9428	1
srz-75	1.0	1.4142	1
mltn-13	1.0	1.4142	1
srw-95	1.0	0.8165	1
T28F3.9	1.0	1.4142	1
sri-30	1.0	1.4142	1
F11E6.11	1.0	1.4142	1
W04G5.10	1.0	1.4142	1
F11C7.2	1.0	1.4142	1
glct-3	1.0	1.4142	1
F09F9.3	1.0	0.8165	1
srw-94	1.0	0.8165	1
T09E11.8	1.0	1.4142	1
oac-45	1.0	1.4142	1
F47F2.3	1.0	1.4142	1
F47B7.5	1.0	0.8165	1
F56B6.6	1.0	1.4142	1
ZK993.5	1.0	1.4142	1
srh-283	1.0	0.8165	1
Y49F6C.2	1.0	0.8165	1
lipl-4	1.0	0.8165	1
glb-21	1.0	1.4142	1
fbxa-43	1.0	0.8165	1
F23H11.7	1.0	1.4142	1
C48D5.3	1.0	0.8165	1
ZK228.13	1.0	1.4142	1
F22E5.12	1.0	0.8165	1
fbxa-96	1.0	0.8165	1
set-11	1.0	1.4142	1
srg-30	1.0	0.8165	1
H03G16.6	1.0	0.8165	1
F36F2.8	1.0	1.4142	1
Y7A5A.9	1.0	0.8165	1
clec-35	1.0	1.4142	1
Y6G8.16	1.0	1.4142	1
spp-29	1.0	1.4142	1
str-77	1.0	1.4142	1
srg-44	1.0	1.4142	1
C29F9.5	1.0	0.8165	1
srx-101	1.0	1.4142	1
sra-37	1.0	1.4142	1
npr-1	1.0	0.8165	1
srx-59	1.0	1.4142	1
B0281.1	1.0	1.4142	1
nspf-1	1.0	1.4142	1
clec-28	1.0	1.4142	1
egas-1	1.0	0.8165	1
K01A6.7	1.0	1.4142	1
clec-26	1.0	1.4142	1
Y7A5A.3	1.0	1.4142	1
srz-56	1.0	1.4142	1
srd-9	1.0	1.4142	1
T25D1.3	1.0	0.8165	1
Y110A2AL.6	1.0	1.4142	1
T10D4.7	1.0	1.4142	1
sri-54	1.0	1.4142	1
K09H11.4	1.0	0.8165	1
R102.1	1.0	0.8165	1
Y51A2D.1	1.0	1.4142	1
Y22D7AR.3	1.0	0.8165	1
C08E8.3	1.0	1.4142	1
C08E8.6	1.0	1.4142	1
fbxa-214	1.0	1.4142	1
C34C12.12	1.0	1.4142	1
C30F2.4	1.0	0.8165	1
sprr-3	1.0	1.4142	1
C09G12.5	1.0	1.4142	1
K10C2.7	1.0	0.8165	1
C15H9.3	1.0	1.4142	1
H23N18.6	1.0	0.8165	1
F10G2.10	1.0	1.4142	1
nhr-149	1.0	1.4142	1
R02F11.2	1.0	1.4142	1
Y53H1B.4	1.0	1.4142	1
clpr-4	1.0	0.8165	1
F53F4.1	1.0	1.4142	1
ceh-57	1.0	1.4142	1
lgc-48	1.0	1.4142	1
srh-35	1.0	0.8165	1
F54D5.23	1.0	0.8165	1
dhhc-11	1.0	0.8165	1
C04C3.14	1.0	0.8165	1
F48G7.13	1.0	1.4142	1
F41G3.19	1.0	1.4142	1
clpr-3	1.0	0.8165	1
nhr-259	1.0	0.8165	1
F57B1.1	1.0	1.4142	1
hpo-2	1.0	1.4142	1
srz-83	1.0	1.4142	1
C41G7.7	1.0	1.4142	1
ugt-10	1.0	1.4142	1
K10G6.5	1.0	1.4142	1
Y47D7A.2	1.0	1.4142	1
K03A11.6	1.0	1.4142	1
B0244.4	1.0	1.4142	1
srg-9	1.0	1.4142	1
srw-31	1.0	1.4142	1
F49H12.7	1.0	1.4142	1
col-164	1.0	0.8165	1
srd-1	1.0	1.4142	1
M70.2	1.0	0.8165	1
ZK688.4	1.0	1.4142	1
C45E1.5	1.0	0.8165	1
swt-2	1.0	1.4142	1
T05C12.15	1.0	1.4142	1
K02E10.5	1.0	1.4142	1
srd-17	1.0	1.4142	1
fip-7	1.0	1.4142	1
fipr-27	1.0	0.8165	1
C03B1.1	1.0	1.4142	1
hpx-2	1.0	1.4142	1
F40G12.2	1.0	1.4142	1
F40G12.6	1.0	1.4142	1
lips-1	1.0	0.8165	1
oac-1	1.0	1.4142	1
col-183	1.0	1.4142	1
srd-51	1.0	1.4142	1
R01E6.2	1.0	1.4142	1
srbc-40	1.0	1.4142	1
Y54G2A.44	1.0	1.4142	1
rgba-1	1.0	0.8165	1
fipr-19	1.0	1.4142	1
math-7	1.0	0.8165	1
nspb-7	1.0	0.8165	1
oac-53	1.0	1.4142	1
Y43F8B.18	1.0	1.4142	1
Y43F8B.20	1.0	1.4142	1
C52E2.3	1.0	0.8165	1
T18D3.5	1.0	1.4142	1
srx-86	1.0	1.4142	1
D1005.10	1.0	1.4142	1
sodh-2	1.0	1.4142	1
idpp-16	1.0	1.4142	1
W07B8.4	1.0	0.8165	1
F38B6.3	1.0	1.4142	1
hsd-1	1.0	0.8165	1
srh-47	1.0	1.4142	1
H39E23.2	1.0	1.4142	1
Y57G11C.41	1.0	0.8165	1
Y73F8A.22	1.0	0.8165	1
Y105C5A.508	1.0	0.8165	1
Y105C5B.3	1.0	1.4142	1
F01E11.18	1.0	1.4142	1
daf-11	1.0	1.4142	1
T04F3.5	1.0	0.8165	1
Y62H9A.10	1.0	1.4142	1
C01G12.5	1.0	1.4142	1
fbxa-24	1.0	1.4142	1
F16B4.6	1.0	1.4142	1
grl-3	1.0	0.8165	1
T11F9.7	1.0	1.4142	1
ZK867.2	1.0	0.8165	1
F09E10.5	1.0	1.4142	1
fbxa-118	1.0	1.4142	1
fbxa-144	1.0	1.4142	1
Y62H9A.14	1.0	0.8165	1
T08D10.4	1.0	1.4142	1
F10E9.10	1.0	1.4142	1
C37C3.17	1.0	1.4142	1
F26D11.13	1.0	1.4142	1
Y39G8B.5	1.0	1.4142	1
F58B4.2	1.0	1.4142	1
pals-29	1.0	1.4142	1
abu-2	1.0	1.4142	1
R05G6.3	1.0	1.4142	1
ocr-4	1.0	1.4142	1
T08G5.15	1.0	1.4142	1
C53A5.9	1.0	0.8165	1
C45B11.2	1.0	1.4142	1
mab-23	1.0	1.4142	1
F38A1.9	1.0	0.8165	1
sre-51	1.0	1.4142	1
B0478.3	1.0	1.4142	1
C25A8.1	1.0	0.8165	1
bath-25	1.0	0.8165	1
K03H6.4	1.0	1.4142	1
Y41D4B.15	1.0	1.4142	1
sri-67	1.0	0.8165	1
nstp-9	1.0	0.8165	1
sre-46	1.0	0.0	1
T21E8.4	1.0	0.8165	1
T21E8.7	1.0	1.4142	1
C04B4.1	1.0	1.4142	1
W06D11.5	1.0	1.4142	1
T05B4.12	1.0	1.4142	1
cyp-34A7	1.0	1.4142	1
Y51H7BR.7	1.0	0.8165	1
grl-30	1.0	1.4142	1
T24A6.16	1.0	0.8165	1
srbc-34	1.0	1.4142	1
clec-261	1.0	0.8165	1
str-144	1.0	0.8165	1
R08F11.7	1.0	0.8165	1
srab-24	1.0	1.4142	1
F56A4.5	1.0	1.4142	1
cyp-34A10	1.0	1.4142	1
F53E4.2	1.0	0.8165	1
nhr-198	1.0	1.4142	1
T26E4.7	1.0	1.4142	1
dod-21	1.0	0.8165	1
F55G11.7	1.0	1.4142	1
ZC13.10	1.0	1.4142	1
K02E11.4	1.0	1.4142	1
C27H5.6	1.0	1.4142	1
frpr-9	1.0	1.4142	1
eat-18	1.0	0.8165	1
C06E4.5	1.0	1.4142	1
irld-55	1.0	1.4142	1
ZK938.10	1.0	1.4142	1
idpp-11	1.0	1.4142	1
latd-1	1.0	0.8165	1
hsp-16.2	1.0	0.8165	1
sre-30	1.0	0.8165	1
srx-14	1.0	1.4142	1
F32G8.2	1.0	0.8165	1
F32G8.3	1.0	0.8165	1
srt-47	1.0	1.4142	1
srt-49	1.0	1.4142	1
srg-51	1.0	1.4142	1
sre-6	1.0	1.4142	1
ins-11	1.0	0.8165	1
srbc-17	1.0	0.8165	1
srt-40	1.0	0.8165	1
K02A6.1	1.0	0.8165	1
Y105E8B.11	1.0	1.4142	1
srt-59	1.0	1.4142	1
F16F9.3	1.0	1.4142	1
abu-9	1.0	0.8165	1
sre-35	1.0	0.8165	1
srx-47	1.0	0.8165	1
T01D1.5	1.0	0.8165	1
C36C5.15	1.0	1.4142	1
W08F4.10	1.0	1.4142	1
F13C5.3	1.0	1.4142	1
M6.11	1.0	1.4142	1
F14H8.4	1.0	1.4142	1
Y57G11B.6	1.0	1.4142	1
srg-69	1.0	1.4142	1
ccpp-6	1.0	1.4142	1
T19D7.5	1.0	1.4142	1
ZK1290.10	1.0	0.8165	1
nlp-19	1.0	1.4142	1
cld-1	1.0	1.4142	1
F10A3.11	1.0	1.4142	1
str-2	1.0	1.4142	1
T05C7.8	1.0	1.4142	1
F35D2.6	1.0	1.4142	1
chil-1	1.0	1.4142	1
gei-18	1.0	0.0	1
srh-177	1.0	1.4142	1
F53H2.1	1.0	0.8165	1
F54B8.1	1.0	0.8165	1
nhr-282	1.0	1.4142	1
sre-45	1.0	0.8165	1
clec-163	1.0	0.8165	1
F41C3.1	1.0	0.8165	1
C25E10.7	1.0	1.4142	1
T28A8.2	1.0	0.8165	1
F58E6.8	1.0	1.4142	1
F46B6.2	1.0	1.4142	1
Y81B9A.3	1.0	1.4142	1
F09C12.2	1.0	0.8165	1
srsy-1	1.0	0.8165	1
F15G9.6	1.0	0.8165	1
srlf-30	1.0	1.4142	1
T20D4.7	1.0	1.4142	1
F34H10.1	1.0	1.4142	1
idpb-1	1.0	1.4142	1
srx-24	1.0	1.4142	1
R05D8.9	1.0	1.4142	1
pitr-4	1.0	1.4142	1
sra-3	1.0	0.8165	1
srb-16	1.0	0.8165	1
F17E9.18	1.0	1.4142	1
C31B8.1	1.0	0.8165	1
fbxa-152	1.0	1.4142	1
grd-2	1.0	1.4142	1
F46B3.7	1.0	1.4142	1
F46B3.15	1.0	0.8165	1
D2096.13	1.0	1.4142	1
C17B7.4	1.0	1.4142	1
C25E10.11	1.0	0.8165	1
srh-248	1.0	1.4142	1
srh-38	1.0	0.8165	1
T28A11.17	1.0	0.8165	1
F59A6.11	1.0	0.8165	1
ZK1321.1	1.0	1.4142	1
clec-263	1.0	0.8165	1
trx-1	1.0	1.4142	1
E02H4.5	1.0	1.4142	1
srbc-64	1.0	0.8165	1
Y102E9.6	1.0	1.4142	1
K11E4.1	1.0	0.8165	1
poml-1	1.0	1.4142	1
C26D10.7	1.0	1.4142	1
str-125	1.0	1.4142	1
T05E12.9	1.0	1.4142	1
srd-12	1.0	0.8165	1
R160.5	1.0	1.4142	1
nlp-70	1.0	1.4142	1
gcy-13	1.0	1.4142	1
ZK863.1	1.0	1.4142	1
bnc-1	1.0	1.4142	1
ZC317.2	1.0	1.4142	1
C16C8.8	1.0	1.4142	1
C30H6.12	1.0	0.8165	1
nhr-113	1.0	1.4142	1
lurp-4	1.0	0.8165	1
F56H9.6	1.0	1.4142	1
gpa-8	1.0	1.4142	1
C38C5.1	1.0	1.4142	1
M02F4.2	1.0	1.4142	1
acr-25	1.0	1.4142	1
irld-24	1.0	1.4142	1
F54B11.7	1.0	0.8165	1
T22B2.5	1.0	1.4142	1
C47F8.3	1.0	1.4142	1
F56D6.9	1.0	1.4142	1
srz-60	1.0	1.4142	1
C54D10.9	1.0	1.4142	1
C54G7.1	1.0	0.8165	1
F39E9.14	1.0	1.4142	1
Y37H2C.4	1.3333	1.8856	1
T27A10.2	1.3333	1.8856	1
F11E6.10	1.3333	1.8856	1
srw-82	1.3333	1.8856	1
sra-11	1.3333	1.2472	1
srg-22	1.3333	1.2472	1
Y17D7B.3	1.3333	1.8856	1
Y9C9A.5	1.3333	1.8856	1
oac-44	1.3333	1.8856	1
irld-39	1.3333	1.2472	1
C47F8.7	1.3333	1.8856	1
cyp-25A6	1.3333	1.2472	1
pax-2	1.3333	0.9428	1
C56E6.7	1.3333	1.2472	1
srv-6	1.3333	1.2472	1
F08D12.2	1.3333	1.8856	1
T10B10.9	1.3333	0.9428	1
F46E10.3	1.3333	1.2472	1
srab-12	1.3333	1.2472	1
F22E5.7	1.3333	0.9428	1
EGAP9.4	1.3333	1.8856	1
Y53G8AM.4	1.3333	1.8856	1
srh-30	1.3333	1.2472	1
nhr-37	1.3333	1.8856	1
Y18H1A.14	1.3333	1.2472	1
T24C4.8	1.3333	1.8856	1
R10F2.4	1.3333	1.8856	1
F32H2.11	1.3333	1.2472	1
Y27F2A.9	1.3333	1.8856	1
B0302.4	1.3333	0.9428	1
ZC504.1	1.3333	0.9428	1
F44A6.3	1.3333	1.8856	1
K10D11.6	1.3333	1.8856	1
eak-6	1.3333	1.8856	1
T23G4.2	1.3333	1.8856	1
vamp-8	1.3333	1.2472	1
str-118	1.3333	1.8856	1
F18F11.4	1.3333	1.2472	1
tag-329	1.3333	1.8856	1
trk-1	1.3333	1.2472	1
C27D6.1	1.3333	1.2472	1
cyp-13A3	1.3333	0.9428	1
F21C10.18	1.3333	1.8856	1
T27E4.5	1.3333	1.2472	1
vmo-1	1.3333	1.2472	1
B0513.90	1.3333	1.2472	1
T09F5.20	1.3333	1.8856	1
fbxa-16	1.3333	1.8856	1
K06B4.4	1.3333	1.8856	1
acd-4	1.3333	1.2472	1
lgc-6	1.3333	1.8856	1
Y38H6C.21	1.3333	1.8856	1
srbc-54	1.3333	1.8856	1
trf-1	1.3333	1.2472	1
srh-240	1.3333	1.8856	1
T01B11.1	1.3333	1.8856	1
fbxa-199	1.3333	1.8856	1
srab-9	1.3333	1.8856	1
asp-7	1.3333	0.9428	1
F21C10.13	1.3333	1.8856	1
str-177	1.3333	1.8856	1
F22F1.3	1.3333	1.2472	1
sre-32	1.3333	0.4714	1
nhr-39	1.3333	1.2472	1
fipr-7	1.3333	1.8856	1
F26C11.1	1.3333	1.8856	1
gtr-1	1.3333	1.8856	1
col-151	1.3333	1.8856	1
nep-15	1.3333	1.8856	1
Y64G10A.2	1.3333	1.8856	1
srt-1	1.3333	1.8856	1
irld-15	1.3333	1.8856	1
srab-17	1.3333	1.8856	1
Y38C1AA.19	1.3333	1.8856	1
T05A7.3	1.3333	1.8856	1
F07C6.3	1.3333	1.2472	1
str-131	1.3333	1.2472	1
srxa-15	1.3333	0.9428	1
paml-1	1.3333	1.2472	1
col-51	1.3333	1.2472	1
F21A9.1	1.3333	1.8856	1
F46B3.16	1.3333	1.2472	1
ZC178.2	1.3333	1.8856	1
C09F12.2	1.3333	1.8856	1
srh-8	1.3333	1.8856	1
T05C1.2	1.3333	1.8856	1
chil-21	1.3333	0.9428	1
C09G9.8	1.3333	0.9428	1
C49C8.8	1.3333	1.2472	1
T13G4.1	1.3333	1.8856	1
T13G4.7	1.3333	0.4714	1
R05A10.4	1.3333	1.8856	1
ZK856.4	1.3333	1.8856	1
cyp-13A5	1.3333	1.2472	1
C17C3.3	1.3333	1.8856	1
txt-10	1.3333	1.8856	1
chil-6	1.3333	1.8856	1
H12D21.6	1.3333	1.8856	1
gcy-6	1.3333	1.8856	1
srj-38	1.3333	1.8856	1
cil-7	1.3333	1.2472	1
ins-25	1.3333	0.9428	1
ZK856.14	1.3333	1.2472	1
R05G6.1	1.3333	1.2472	1
ilys-3	1.3333	1.8856	1
ilys-2	1.3333	1.2472	1
eol-1	1.3333	0.9428	1
F19G12.11	1.3333	1.8856	1
C56G3.2	1.3333	1.2472	1
ugt-34	1.3333	1.2472	1
npax-1	1.3333	1.2472	1
T20G5.12	1.3333	1.2472	1
clec-138	1.3333	1.8856	1
F35D11.1	1.3333	1.8856	1
T07D3.2	1.3333	1.2472	1
T05B4.9	1.3333	1.8856	1
C16D9.3	1.3333	0.4714	1
T05C1.5	1.3333	1.8856	1
F35E8.6	1.3333	1.8856	1
C07C7.1	1.3333	1.2472	1
T23F6.2	1.3333	1.8856	1
C16D9.9	1.3333	1.2472	1
ZC513.2	1.3333	1.8856	1
phat-3	1.3333	1.2472	1
T10C6.15	1.3333	1.8856	1
srh-145	1.3333	1.8856	1
fbxa-116	1.3333	1.8856	1
che-6	1.3333	1.2472	1
nhr-208	1.3333	0.9428	1
C46H11.3	1.3333	1.8856	1
clec-168	1.3333	1.2472	1
F58F6.6	1.3333	1.2472	1
srh-45	1.3333	1.8856	1
T11F9.14	1.3333	1.2472	1
oac-32	1.3333	1.2472	1
srg-39	1.3333	1.8856	1
grd-7	1.3333	1.8856	1
C14E2.7	1.3333	1.2472	1
C37C3.10	1.3333	1.8856	1
nspb-9	1.3333	1.8856	1
F10E9.1	1.3333	1.2472	1
ZC262.12	1.3333	1.8856	1
K10H10.10	1.3333	1.8856	1
ceh-23	1.3333	1.8856	1
ceh-81	1.3333	0.9428	1
nhr-124	1.3333	1.2472	1
cyp-34A5	1.3333	0.9428	1
fipr-16	1.3333	1.2472	1
F11A5.15	1.3333	1.8856	1
gcy-20	1.3333	1.8856	1
T13F3.7	1.3333	0.9428	1
ZK688.1	1.3333	1.8856	1
fbxa-158	1.3333	1.8856	1
fbxa-194	1.3333	0.9428	1
Y116F11B.9	1.3333	1.2472	1
nlp-45	1.3333	1.8856	1
srd-2	1.3333	1.8856	1
C54E4.4	1.3333	1.8856	1
clec-206	1.3333	0.9428	1
ant-1.2	1.3333	1.2472	1
Y67D8C.7	1.3333	0.9428	1
F52F10.2	1.3333	1.8856	1
ZK1248.17	1.3333	0.4714	1
Y40H7A.2	1.3333	1.8856	1
H01M10.2	1.3333	1.8856	1
T25B2.4	1.3333	1.8856	1
F43G6.16	1.3333	1.8856	1
grl-20	1.3333	1.8856	1
C23H5.12	1.3333	1.8856	1
epic-3	1.3333	1.2472	1
K10C2.14	1.3333	0.9428	1
str-262	1.3333	1.8856	1
Y47D7A.9	1.3333	1.8856	1
Y47D7A.11	1.3333	1.8856	1
W01B6.3	1.3333	1.2472	1
T13H10.2	1.3333	1.8856	1
Y43F8B.29	1.3333	1.8856	1
spig-6	1.3333	0.9428	1
srh-277	1.3333	1.2472	1
srz-99	1.3333	1.8856	1
ZK783.7	1.3333	0.9428	1
C52E2.2	1.3333	1.8856	1
srw-42	1.3333	1.8856	1
cwp-1	1.3333	1.8856	1
twk-3	1.3333	0.9428	1
srh-138	1.3333	1.8856	1
srw-35	1.3333	1.2472	1
hrg-2	1.3333	1.2472	1
nhr-242	1.3333	1.2472	1
C15H9.2	1.3333	0.9428	1
srv-11	1.3333	1.8856	1
asp-9	1.3333	1.8856	1
srlf-36	1.3333	1.2472	1
hlh-34	1.3333	1.8856	1
srsy-2	1.3333	1.2472	1
tag-138	1.3333	1.2472	1
srj-37	1.3333	1.8856	1
F42C5.3	1.3333	1.2472	1
F46A8.3	1.3333	0.9428	1
F20A1.8	1.3333	0.9428	1
gpa-10	1.3333	0.9428	1
F40G9.7	1.3333	1.8856	1
srh-269	1.3333	1.8856	1
fbxa-112	1.3333	1.2472	1
fbxa-111	1.3333	1.8856	1
srv-34	1.3333	1.8856	1
Y14H12A.2	1.3333	1.2472	1
C09E7.10	1.3333	1.2472	1
srg-7	1.3333	1.8856	1
C05C8.8	1.3333	1.2472	1
ifas-1	1.3333	1.8856	1
ceh-90	1.3333	1.8856	1
Y102E9.3	1.3333	1.2472	1
C07A12.2	1.3333	1.8856	1
C07A12.18	1.3333	1.8856	1
F14H12.2	1.3333	0.9428	1
F14H12.17	1.3333	1.2472	1
T06D8.2	1.3333	1.2472	1
clec-76	1.3333	1.8856	1
C56E6.4	1.3333	1.8856	1
D1079.1	1.3333	1.2472	1
T15D6.10	1.3333	1.8856	1
gmd-2	1.3333	1.8856	1
F49F1.18	1.3333	1.8856	1
clec-15	1.3333	1.2472	1
srh-34	1.3333	1.8856	1
gcy-34	1.3333	1.8856	1
str-209	1.3333	1.8856	1
srsx-10	1.3333	1.8856	1
abch-1	1.3333	1.8856	1
asp-15	1.3333	1.2472	1
btb-5	1.3333	1.2472	1
clec-36	1.3333	0.9428	1
C33G3.5	1.3333	0.9428	1
affl-1	1.3333	1.2472	1
clec-6	1.3333	1.2472	1
T23F11.11	1.3333	1.2472	1
ocr-3	1.3333	1.8856	1
C16C10.9	1.3333	1.8856	1
T27C5.12	1.3333	1.8856	1
grd-9	1.3333	1.2472	1
Y54F10BM.20	1.3333	1.8856	1
srd-69	1.3333	0.9428	1
clec-13	1.3333	1.8856	1
F37H8.6	1.3333	1.2472	1
col-47	1.3333	1.2472	1
K12H6.5	1.3333	1.2472	1
ZC239.3	1.3333	1.2472	1
clec-124	1.3333	1.8856	1
ZK262.8	1.3333	0.9428	1
F39E9.6	1.3333	1.8856	1
sri-48	1.3333	0.9428	1
sdz-35	1.3333	1.2472	1
ZC239.4	1.3333	1.8856	1
K05G3.1	1.3333	1.2472	1
T08G11.3	1.3333	1.2472	1
fil-2	1.3333	1.2472	1
irld-48	1.3333	1.2472	1
F11C7.6	1.3333	1.2472	1
Y46E12A.3	1.3333	1.8856	1
F16H6.8	1.3333	1.2472	1
K09E9.4	1.6667	0.4714	1
T27A8.3	1.6667	1.2472	1
T21H3.5	1.6667	1.6997	1
lgc-58	1.6667	2.357	1
B0546.5	1.6667	2.357	1
T13C5.9	1.6667	1.6997	1
mps-1	1.6667	2.357	1
C09G12.17	1.6667	1.2472	1
acr-10	1.6667	1.6997	1
srt-39	1.6667	1.2472	1
srx-38	1.6667	2.357	1
Y49F6B.13	1.6667	1.2472	1
Y49F6B.12	1.6667	2.357	1
srh-129	1.6667	1.2472	1
fbxa-174	1.6667	2.357	1
F36H2.4	1.6667	1.2472	1
D1081.4	1.6667	1.2472	1
K02B12.6	1.6667	1.6997	1
F20A1.6	1.6667	2.357	1
daf-42	1.6667	1.2472	1
ZK402.2	1.6667	0.4714	1
R04E5.7	1.6667	1.6997	1
prdm-14	1.6667	2.357	1
F47E1.1	1.6667	1.6997	1
dylt-2	1.6667	2.357	1
nmur-1	1.6667	0.4714	1
C18D11.7	1.6667	2.357	1
lgc-41	1.6667	2.357	1
R08A2.5	1.6667	2.357	1
D1022.5	1.6667	0.4714	1
pals-30	1.6667	2.357	1
Y57G11C.30	1.6667	1.2472	1
npr-18	1.6667	1.2472	1
str-225	1.6667	2.357	1
epac-1	1.6667	1.2472	1
